trade_date,sec_code,weight
2019-01-31,603355.SH,0.008932276017415731
2019-01-31,603515.SH,0.003582051563667878
2019-01-31,603568.SH,0.014499345519447858
2019-01-31,603816.SH,0.004526427614631655
2019-01-31,603877.SH,0.0034758985680861353
2019-01-31,603883.SH,0.01316568227791657
2019-01-31,603885.SH,0.022846482437195448
2019-02-28,000006.SZ,0.007238584754359476
2019-02-28,000008.SZ,0.010513298290413867
2019-02-28,000025.SZ,0.0068612747957906995
2019-02-28,000090.SZ,0.0075263439949968475
2019-02-28,000501.SZ,0.006558439350748758
2019-02-28,000528.SZ,0.009435785327628409
2019-02-28,000536.SZ,0.006082883233529535
2019-02-28,000537.SZ,0.0031225873287379926
2019-02-28,000587.SZ,0.0033415223321052313
2019-02-28,000598.SZ,0.012352454410917642
2019-02-28,000656.SZ,0.027937711741792444
2019-02-28,000690.SZ,0.01319110678553029
2019-02-28,000712.SZ,0.009961296223715313
2019-02-28,000980.SZ,0.005724055487015396
2019-02-28,000998.SZ,0.013286158161811291
2019-02-28,000999.SZ,0.021647862937464388
2019-02-28,002048.SZ,0.006014534253140808
2019-02-28,002051.SZ,0.013202988207565415
2019-02-28,002110.SZ,0.008932365075473478
2019-02-28,002127.SZ,0.017460057717483952
2019-02-28,002131.SZ,0.006118509897528192
2019-02-28,002152.SZ,0.011493295581977706
2019-02-28,002176.SZ,0.00744346447551183
2019-02-28,002221.SZ,0.011721506895585702
2019-02-28,002254.SZ,0.006143135244827658
2019-02-28,002308.SZ,0.0043651552462247376
2019-02-28,002354.SZ,0.003363313740222987
2019-02-28,002359.SZ,0.005895227173801433
2019-02-28,002366.SZ,0.006133674112466355
2019-02-28,002372.SZ,0.017528705933686897
2019-02-28,002373.SZ,0.011065124336045234
2019-02-28,002400.SZ,0.005250329988894919
2019-02-28,002408.SZ,0.01212609131851511
2019-02-28,002416.SZ,0.006081519070258836
2019-02-28,002437.SZ,0.006885196058821418
2019-02-28,002439.SZ,0.014167055592548827
2019-02-28,002463.SZ,0.01599714662809247
2019-02-28,002506.SZ,0.023139465460807356
2019-02-28,002642.SZ,0.003154517550325721
2019-02-28,002707.SZ,0.0033074358524444614
2019-02-28,002818.SZ,0.0018162909838761799
2019-02-28,300001.SZ,0.018384872404484654
2019-02-28,300010.SZ,0.005718889268693457
2019-02-28,300113.SZ,0.005926250886893148
2019-02-28,300146.SZ,0.016191649907334148
2019-02-28,300156.SZ,0.0025473944864375458
2019-02-28,300166.SZ,0.010216966823804487
2019-02-28,300266.SZ,0.005133988864537645
2019-02-28,300376.SZ,0.010806725409414662
2019-02-28,300459.SZ,0.005485678956777349
2019-02-28,600039.SH,0.011287967007104025
2019-02-28,600053.SH,0.010115226646970378
2019-02-28,600060.SH,0.011124443435687267
2019-02-28,600141.SH,0.0069780207686025025
2019-02-28,600160.SH,0.01827301101628729
2019-02-28,600169.SH,0.006363469615679035
2019-02-28,600171.SH,0.0069858008997721694
2019-02-28,600183.SH,0.021804257655660072
2019-02-28,600195.SH,0.006429063866366285
2019-02-28,600260.SH,0.011694575672306085
2019-02-28,600280.SH,0.0046793352490468836
2019-02-28,600315.SH,0.01830205449237315
2019-02-28,600366.SH,0.005292786270300433
2019-02-28,600373.SH,0.01701463640696715
2019-02-28,600393.SH,0.002583082757809718
2019-02-28,600428.SH,0.007349293204566764
2019-02-28,600466.SH,0.01630949601181587
2019-02-28,600478.SH,0.0067131530677528055
2019-02-28,600525.SH,0.007872154983592504
2019-02-28,600528.SH,0.019360469169368816
2019-02-28,600536.SH,0.012592283114959983
2019-02-28,600582.SH,0.0139868100197493
2019-02-28,600598.SH,0.014425102477045027
2019-02-28,600657.SH,0.006412412273410391
2019-02-28,600717.SH,0.012189722934303225
2019-02-28,600729.SH,0.011052890871875736
2019-02-28,600750.SH,0.006653596339670071
2019-02-28,600765.SH,0.006778773721600134
2019-02-28,600801.SH,0.01630949601181587
2019-02-28,600808.SH,0.0206413744752889
2019-02-28,600820.SH,0.01992338454223297
2019-02-28,600859.SH,0.005490977190899679
2019-02-28,600872.SH,0.023242261764044588
2019-02-28,600885.SH,0.016773399534387314
2019-02-28,600939.SH,0.0018924641007013708
2019-02-28,600993.SH,0.005800967892322774
2019-02-28,601019.SH,0.003306309317614464
2019-02-28,601020.SH,0.0026486594063902494
2019-02-28,601801.SH,0.013410429035245341
2019-02-28,601869.SH,0.0031003822711123475
2019-02-28,603025.SH,0.009132413018331547
2019-02-28,603225.SH,0.0019534642015350393
2019-02-28,603228.SH,0.004622374831705157
2019-02-28,603328.SH,0.009633456986079453
2019-02-28,603355.SH,0.008533659756188115
2019-02-28,603568.SH,0.014855385975783742
2019-02-28,603806.SH,0.015325274214639544
2019-02-28,603816.SH,0.0041835631122612285
2019-02-28,603877.SH,0.003340307786741641
2019-02-28,603885.SH,0.021256216062973225
2019-03-29,000008.SZ,0.008887966537842223
2019-03-29,000025.SZ,0.0065242248641026734
2019-03-29,000028.SZ,0.011728592618699227
2019-03-29,000501.SZ,0.006022100645281322
2019-03-29,000528.SZ,0.008433501893085801
2019-03-29,000536.SZ,0.005026741654517324
2019-03-29,000563.SZ,0.015550462640197254
2019-03-29,000564.SZ,0.005088679116200089
2019-03-29,000581.SZ,0.014296095810443655
2019-03-29,000598.SZ,0.01027793259059155
2019-03-29,000636.SZ,0.010310130004348723
2019-03-29,000656.SZ,0.02832462001000873
2019-03-29,000690.SZ,0.012346486894664473
2019-03-29,000712.SZ,0.008431059330662842
2019-03-29,000727.SZ,0.005878492778220017
2019-03-29,000877.SZ,0.007686743945048741
2019-03-29,002004.SZ,0.0073673456005775816
2019-03-29,002110.SZ,0.007595036828623137
2019-03-29,002221.SZ,0.011105517149715582
2019-03-29,002244.SZ,0.009462856911754787
2019-03-29,002254.SZ,0.00517091205110634
2019-03-29,002266.SZ,0.006085274191584189
2019-03-29,002281.SZ,0.014683056911874694
2019-03-29,002344.SZ,0.0052488519975116355
2019-03-29,002354.SZ,0.0028795220370165303
2019-03-29,002359.SZ,0.005817406512533132
2019-03-29,002368.SZ,0.011079833235752965
2019-03-29,002372.SZ,0.017481863363368932
2019-03-29,002373.SZ,0.01175960575976648
2019-03-29,002375.SZ,0.006144473022671517
2019-03-29,002390.SZ,0.0072931361131455315
2019-03-29,002408.SZ,0.010726845957113977
2019-03-29,002416.SZ,0.005444545657816441
2019-03-29,002463.SZ,0.014283660947199506
2019-03-29,002465.SZ,0.014988155163615081
2019-03-29,002470.SZ,0.014970169022136937
2019-03-29,002506.SZ,0.01983390294259122
2019-03-29,002588.SZ,0.002700319373918847
2019-03-29,002642.SZ,0.0026529558680263984
2019-03-29,002690.SZ,0.0067318796785756614
2019-03-29,002707.SZ,0.003106273248614462
2019-03-29,300001.SZ,0.015311165539790493
2019-03-29,300010.SZ,0.0054087288106507035
2019-03-29,300113.SZ,0.005917618187213217
2019-03-29,300156.SZ,0.0022331830113802905
2019-03-29,300166.SZ,0.009114532706832356
2019-03-29,300287.SZ,0.0043644963663146095
2019-03-29,300376.SZ,0.00953095259142513
2019-03-29,300459.SZ,0.004681481755180059
2019-03-29,600060.SH,0.010188594019545784
2019-03-29,600062.SH,0.008402784820191026
2019-03-29,600138.SH,0.009011574999852522
2019-03-29,600141.SH,0.005794579656434943
2019-03-29,600143.SH,0.010440548034326055
2019-03-29,600161.SH,0.01618427058043329
2019-03-29,600171.SH,0.007605695282832408
2019-03-29,600183.SH,0.020751122140933498
2019-03-29,600201.SH,0.01482161681659522
2019-03-29,600267.SH,0.00806134420027875
2019-03-29,600277.SH,0.01434931406444689
2019-03-29,600280.SH,0.003790834675317838
2019-03-29,600315.SH,0.015695091942453613
2019-03-29,600366.SH,0.004868552429961391
2019-03-29,600393.SH,0.002069975431300826
2019-03-29,600458.SH,0.005419172615434927
2019-03-29,600466.SH,0.016300551355174712
2019-03-29,600500.SH,0.01224175277864976
2019-03-29,600528.SH,0.01637738104593321
2019-03-29,600582.SH,0.01191607778892203
2019-03-29,600598.SH,0.012749953796711259
2019-03-29,600633.SH,0.009827168797991124
2019-03-29,600642.SH,0.018935410056158286
2019-03-29,600657.SH,0.0063067109794861095
2019-03-29,600664.SH,0.011578782123424471
2019-03-29,600717.SH,0.010933427524461727
2019-03-29,600729.SH,0.011184641368810798
2019-03-29,600750.SH,0.005620558186355655
2019-03-29,600765.SH,0.006305615527247935
2019-03-29,600801.SH,0.016488406610613116
2019-03-29,600808.SH,0.01718276049212126
2019-03-29,600823.SH,0.014521107621528268
2019-03-29,600859.SH,0.005498918577692348
2019-03-29,600863.SH,0.012595480227719946
2019-03-29,600872.SH,0.021569306535581298
2019-03-29,600875.SH,0.015682064942864504
2019-03-29,600993.SH,0.005127012542831905
2019-03-29,601019.SH,0.0027300594218444382
2019-03-29,601100.SH,0.021249626926346285
2019-03-29,601106.SH,0.018921420835008616
2019-03-29,601168.SH,0.011394331651969583
2019-03-29,601326.SH,0.005420912015948245
2019-03-29,601608.SH,0.016380711812873604
2019-03-29,601801.SH,0.011793505565515412
2019-03-29,603025.SH,0.007897618500897445
2019-03-29,603225.SH,0.0017945654155558466
2019-03-29,603355.SH,0.007820936844225189
2019-03-29,603568.SH,0.012533824030801038
2019-03-29,603806.SH,0.012764831222378367
2019-03-29,603816.SH,0.003897596858314037
2019-03-29,603877.SH,0.0030125084583901237
2019-04-30,000008.SZ,0.00955417898633813
2019-04-30,000009.SZ,0.011225144927869041
2019-04-30,000025.SZ,0.006977167515565235
2019-04-30,000066.SZ,0.018674271850949394
2019-04-30,000078.SZ,0.006618125338845947
2019-04-30,000536.SZ,0.004926611854482404
2019-04-30,000563.SZ,0.015420596719837561
2019-04-30,000564.SZ,0.005567253050239034
2019-04-30,000587.SZ,0.002816727091409112
2019-04-30,000690.SZ,0.012772808475170788
2019-04-30,000727.SZ,0.005926346638658486
2019-04-30,000732.SZ,0.0193533347239627
2019-04-30,000761.SZ,0.011792558725357258
2019-04-30,000877.SZ,0.008219899700571404
2019-04-30,000980.SZ,0.005861139465615821
2019-04-30,002004.SZ,0.008271354243819919
2019-04-30,002030.SZ,0.007637782156835984
2019-04-30,002041.SZ,0.004597499855875867
2019-04-30,002064.SZ,0.00698682434657957
2019-04-30,002074.SZ,0.01276698181581875
2019-04-30,002155.SZ,0.0080537028111712
2019-04-30,002221.SZ,0.013601993512666026
2019-04-30,002250.SZ,0.008431321748883457
2019-04-30,002266.SZ,0.007310426724651753
2019-04-30,002317.SZ,0.006621004394055189
2019-04-30,002354.SZ,0.0027906870652755164
2019-04-30,002366.SZ,0.005224217049504463
2019-04-30,002372.SZ,0.01994662574386732
2019-04-30,002373.SZ,0.015368670902670866
2019-04-30,002408.SZ,0.01331245995456988
2019-04-30,002416.SZ,0.005900803592293153
2019-04-30,002463.SZ,0.016334782434939008
2019-04-30,002470.SZ,0.013506110691858217
2019-04-30,002482.SZ,0.0075085588484711425
2019-04-30,002489.SZ,0.006535686677631297
2019-04-30,002544.SZ,0.006188237839299227
2019-04-30,002663.SZ,0.003545136627964167
2019-04-30,002681.SZ,0.004824002669569668
2019-04-30,002690.SZ,0.00782859668199855
2019-04-30,002701.SZ,0.01056647536258787
2019-04-30,002707.SZ,0.0029841921360800527
2019-04-30,300001.SZ,0.015546041268240272
2019-04-30,300002.SZ,0.00538487861252023
2019-04-30,300113.SZ,0.007712106338041251
2019-04-30,300146.SZ,0.01638002473108425
2019-04-30,300199.SZ,0.005278550647962222
2019-04-30,300287.SZ,0.004701505725309754
2019-04-30,300297.SZ,0.005094779525722268
2019-04-30,300315.SZ,0.009187699250328299
2019-04-30,300376.SZ,0.011747573487712843
2019-04-30,300418.SZ,0.008488868578601531
2019-04-30,300450.SZ,0.013364471457903516
2019-04-30,600006.SH,0.009768223031358601
2019-04-30,600026.SH,0.01615295638868863
2019-04-30,600060.SH,0.010584041026810927
2019-04-30,600062.SH,0.010059041881958873
2019-04-30,600126.SH,0.012332467263257174
2019-04-30,600138.SH,0.008869289453972784
2019-04-30,600143.SH,0.01140654254328471
2019-04-30,600166.SH,0.015374411875855962
2019-04-30,600171.SH,0.00779435648968863
2019-04-30,600277.SH,0.020621232936199656
2019-04-30,600315.SH,0.017370042703929136
2019-04-30,600366.SH,0.0056530506091978
2019-04-30,600393.SH,0.0033362166157268115
2019-04-30,600410.SH,0.009819549045356705
2019-04-30,600416.SH,0.0049394904853737485
2019-04-30,600418.SH,0.009620243021050212
2019-04-30,600466.SH,0.017796502756798185
2019-04-30,600478.SH,0.007820362241355449
2019-04-30,600499.SH,0.006071336201740608
2019-04-30,600500.SH,0.014100344259599199
2019-04-30,600503.SH,0.005807542768193761
2019-04-30,600528.SH,0.018392450047878
2019-04-30,600575.SH,0.009157452033397863
2019-04-30,600582.SH,0.013546468876487777
2019-04-30,600594.SH,0.0043767894270673275
2019-04-30,600598.SH,0.01440975700842583
2019-04-30,600600.SH,0.030411391626295345
2019-04-30,600633.SH,0.01105582906199216
2019-04-30,600657.SH,0.006151641277398409
2019-04-30,600765.SH,0.00647308436406366
2019-04-30,600863.SH,0.01582537817247035
2019-04-30,600872.SH,0.024608038911665034
2019-04-30,600875.SH,0.020464341564529327
2019-04-30,600917.SH,0.010306246473585799
2019-04-30,600967.SH,0.009201323350872035
2019-04-30,600993.SH,0.006377698523024113
2019-04-30,601005.SH,0.014720883480591295
2019-04-30,601326.SH,0.005609744820425444
2019-04-30,601598.SH,0.006126698034201667
2019-04-30,601608.SH,0.016137361506305233
2019-04-30,601801.SH,0.011505167321434655
2019-04-30,601966.SH,0.005806026123038892
2019-04-30,603025.SH,0.008773835063999683
2019-04-30,603328.SH,0.00954192586446546
2019-04-30,603569.SH,0.0008864576714790989
2019-04-30,603806.SH,0.016425181341062547
2019-04-30,603877.SH,0.0031747838772085697
2019-05-31,000008.SZ,0.009321784028000313
2019-05-31,000061.SZ,0.008905513438580702
2019-05-31,000066.SZ,0.022930323922548613
2019-05-31,000536.SZ,0.005091743982018421
2019-05-31,000563.SZ,0.016120001149942678
2019-05-31,000564.SZ,0.0047826733535293745
2019-05-31,000612.SZ,0.006942816577496846
2019-05-31,000636.SZ,0.01044936043475364
2019-05-31,000732.SZ,0.018137107545113176
2019-05-31,000750.SZ,0.01936508742774334
2019-05-31,000758.SZ,0.011362932283042313
2019-05-31,000829.SZ,0.005040393807547378
2019-05-31,000877.SZ,0.008624372410028516
2019-05-31,000980.SZ,0.005125396937790003
2019-05-31,002038.SZ,0.012338632665063135
2019-05-31,002041.SZ,0.008012152190583382
2019-05-31,002064.SZ,0.007324106919742416
2019-05-31,002221.SZ,0.012385888004356378
2019-05-31,002250.SZ,0.008609348600962378
2019-05-31,002266.SZ,0.007245015413618548
2019-05-31,002317.SZ,0.006129921194096863
2019-05-31,002354.SZ,0.0024760009240960452
2019-05-31,002366.SZ,0.004685319823853934
2019-05-31,002368.SZ,0.012157895112387788
2019-05-31,002372.SZ,0.022001690611536995
2019-05-31,002373.SZ,0.016246893973383497
2019-05-31,002424.SZ,0.007383571457255446
2019-05-31,002470.SZ,0.010514312992746343
2019-05-31,002489.SZ,0.006207384179563813
2019-05-31,002500.SZ,0.021302368070482223
2019-05-31,002503.SZ,0.006346919218277703
2019-05-31,002544.SZ,0.005974449245139257
2019-05-31,002681.SZ,0.004903183882141343
2019-05-31,300001.SZ,0.015494479776230342
2019-05-31,300027.SZ,0.010886048719577046
2019-05-31,300113.SZ,0.00646302426904321
2019-05-31,300199.SZ,0.005379380266369875
2019-05-31,300287.SZ,0.004836932272988786
2019-05-31,300291.SZ,0.003405020185089939
2019-05-31,300315.SZ,0.008240634580090467
2019-05-31,300347.SZ,0.021819917583299445
2019-05-31,300376.SZ,0.010776476578267616
2019-05-31,300418.SZ,0.007717700594349794
2019-05-31,600006.SH,0.009413414201841034
2019-05-31,600008.SH,0.015519425323865221
2019-05-31,600026.SH,0.01601984242283509
2019-05-31,600058.SH,0.00965646855653257
2019-05-31,600060.SH,0.01012478591307416
2019-05-31,600062.SH,0.009958168481701574
2019-05-31,600122.SH,0.003717978553644346
2019-05-31,600143.SH,0.011639498392292402
2019-05-31,600161.SH,0.02187865728791893
2019-05-31,600166.SH,0.014629763547649225
2019-05-31,600171.SH,0.0093176232989231
2019-05-31,600277.SH,0.012837449483618693
2019-05-31,600280.SH,0.0040320382916603685
2019-05-31,600291.SH,0.010701075130510869
2019-05-31,600315.SH,0.017831453985979396
2019-05-31,600316.SH,0.010848018526201608
2019-05-31,600366.SH,0.008286732069436883
2019-05-31,600388.SH,0.01229749604500109
2019-05-31,600393.SH,0.004018633589836946
2019-05-31,600418.SH,0.009267713376824938
2019-05-31,600466.SH,0.016629643394830352
2019-05-31,600500.SH,0.013941454701210608
2019-05-31,600503.SH,0.00582204606921145
2019-05-31,600528.SH,0.01802602925753145
2019-05-31,600580.SH,0.011395785098606738
2019-05-31,600594.SH,0.003995740166498069
2019-05-31,600597.SH,0.011974333535451888
2019-05-31,600598.SH,0.018005790416997493
2019-05-31,600633.SH,0.01155072989636904
2019-05-31,600640.SH,0.007634410705491905
2019-05-31,600655.SH,0.011216459558061666
2019-05-31,600657.SH,0.0058541834652965355
2019-05-31,600718.SH,0.014630422486643353
2019-05-31,600729.SH,0.01117532293799962
2019-05-31,600759.SH,0.007652597421729862
2019-05-31,600839.SH,0.013378344263656477
2019-05-31,600859.SH,0.005617040734723756
2019-05-31,600862.SH,0.01232658349488478
2019-05-31,600863.SH,0.01596420914490221
2019-05-31,600874.SH,0.008085275592103282
2019-05-31,600917.SH,0.01034101203729045
2019-05-31,600978.SH,0.0052066535291802945
2019-05-31,601020.SH,0.005261514907148624
2019-05-31,601326.SH,0.005493621461123419
2019-05-31,601598.SH,0.006590783126590597
2019-05-31,601608.SH,0.01642123040440159
2019-05-31,601689.SH,0.010223250225625419
2019-05-31,601966.SH,0.006207694822232474
2019-05-31,601969.SH,0.010120361608399296
2019-05-31,601990.SH,0.0030108617056304513
2019-05-31,603169.SH,0.005521400446433051
2019-05-31,603198.SH,0.012930265747648844
2019-05-31,603515.SH,0.00391787240422044
2019-05-31,603650.SH,0.0013223305331752156
2019-05-31,603885.SH,0.021094331616621536
2019-06-28,000061.SZ,0.007575297988653104
2019-06-28,000066.SZ,0.021107702197613633
2019-06-28,000536.SZ,0.004161781750369019
2019-06-28,000543.SZ,0.006951726907819234
2019-06-28,000563.SZ,0.01450910306032664
2019-06-28,000564.SZ,0.004063829930183566
2019-06-28,000600.SZ,0.0060206322871605746
2019-06-28,000636.SZ,0.00892959195631062
2019-06-28,000727.SZ,0.005049333069039834
2019-06-28,000732.SZ,0.01690818896424606
2019-06-28,000750.SZ,0.01748013790251123
2019-06-28,000758.SZ,0.008912115280768356
2019-06-28,000778.SZ,0.014351977854743847
2019-06-28,000829.SZ,0.0044600640858150934
2019-06-28,000860.SZ,0.02852605634241127
2019-06-28,000930.SZ,0.005036357461821192
2019-06-28,000980.SZ,0.004324182933474004
2019-06-28,002030.SZ,0.006756293159196397
2019-06-28,002049.SZ,0.022044847704993056
2019-06-28,002064.SZ,0.006439685045575584
2019-06-28,002075.SZ,0.01426253354831293
2019-06-28,002093.SZ,0.007594225558013969
2019-06-28,002221.SZ,0.010771732483043606
2019-06-28,002250.SZ,0.00819742641938325
2019-06-28,002266.SZ,0.006412258206175062
2019-06-28,002317.SZ,0.005464544256321497
2019-06-28,002368.SZ,0.010000285644720537
2019-06-28,002371.SZ,0.020513660103474284
2019-06-28,002372.SZ,0.020404183569888792
2019-06-28,002373.SZ,0.013434617263072646
2019-06-28,002382.SZ,0.006169217004129318
2019-06-28,002399.SZ,0.021581056305932832
2019-06-28,002424.SZ,0.005931765040771147
2019-06-28,002470.SZ,0.008154839388321303
2019-06-28,002500.SZ,0.018888576589490245
2019-06-28,002503.SZ,0.004522254670857936
2019-06-28,002506.SZ,0.02782451620625725
2019-06-28,002544.SZ,0.005485235980666346
2019-06-28,002572.SZ,0.009762784219073097
2019-06-28,002681.SZ,0.0038736639153680447
2019-06-28,002690.SZ,0.008806843041770863
2019-06-28,002707.SZ,0.002656586581861923
2019-06-28,002797.SZ,0.01830533376184163
2019-06-28,002821.SZ,0.009891798356920457
2019-06-28,002936.SZ,0.0025126842949441254
2019-06-28,300002.SZ,0.004623133009825231
2019-06-28,300027.SZ,0.008950036369209114
2019-06-28,300055.SZ,0.005073099699034335
2019-06-28,300113.SZ,0.00609113253680087
2019-06-28,300199.SZ,0.004319937420311615
2019-06-28,300244.SZ,0.005845725388585019
2019-06-28,300287.SZ,0.0037032498414012304
2019-06-28,300297.SZ,0.004273154338376549
2019-06-28,300315.SZ,0.007366121967327932
2019-06-28,300376.SZ,0.009380358285862932
2019-06-28,300418.SZ,0.006614798037023101
2019-06-28,300459.SZ,0.005927593721042663
2019-06-28,600006.SH,0.0087878000604017
2019-06-28,600008.SH,0.01398843002860528
2019-06-28,600026.SH,0.01463828207247157
2019-06-28,600058.SH,0.007466868406857172
2019-06-28,600060.SH,0.009298168448525029
2019-06-28,600143.SH,0.010340915943497083
2019-06-28,600166.SH,0.01303182935411277
2019-06-28,600171.SH,0.009026373168983337
2019-06-28,600277.SH,0.010735295263280965
2019-06-28,600291.SH,0.009064953754614368
2019-06-28,600376.SH,0.018989809408197313
2019-06-28,600393.SH,0.003788118886074622
2019-06-28,600416.SH,0.004374345938509224
2019-06-28,600418.SH,0.00805368900676302
2019-06-28,600466.SH,0.015301324060143342
2019-06-28,600500.SH,0.012827302787979031
2019-06-28,600528.SH,0.017528446071698803
2019-06-28,600580.SH,0.008947728129043155
2019-06-28,600584.SH,0.010429700752737728
2019-06-28,600597.SH,0.010849718025793513
2019-06-28,600633.SH,0.009945217629332655
2019-06-28,600640.SH,0.0065011336962793684
2019-06-28,600645.SH,0.0054764152057464295
2019-06-28,600657.SH,0.0051770117250768905
2019-06-28,600718.SH,0.013129929561166036
2019-06-28,600729.SH,0.010131772897031426
2019-06-28,600745.SH,0.017451944397627015
2019-06-28,600839.SH,0.011221509566810508
2019-06-28,600863.SH,0.01503381551233843
2019-06-28,600978.SH,0.004596357423900104
2019-06-28,601068.SH,0.001683168729017427
2019-06-28,601118.SH,0.018168405657710985
2019-06-28,601311.SH,0.007726413526089523
2019-06-28,601326.SH,0.004947284122559804
2019-06-28,601608.SH,0.015453915222542998
2019-06-28,601689.SH,0.009131727845129615
2019-06-28,601872.SH,0.016968203208561
2019-06-28,601966.SH,0.005527377851124857
2019-06-28,603198.SH,0.011811594677808212
2019-06-28,603515.SH,0.0033973338259777343
2019-06-28,603517.SH,0.0073513492302657935
2019-06-28,603650.SH,0.0018765827674950488
2019-06-28,603866.SH,0.022622567243673123
2019-07-31,000061.SZ,0.007591159613648152
2019-07-31,000066.SZ,0.019598709887511785
2019-07-31,000536.SZ,0.00509953341905107
2019-07-31,000543.SZ,0.006947551078312114
2019-07-31,000563.SZ,0.014790592118442941
2019-07-31,000564.SZ,0.003805525549501868
2019-07-31,000636.SZ,0.007808622717616851
2019-07-31,000727.SZ,0.005297345493302079
2019-07-31,000732.SZ,0.014285303615913012
2019-07-31,000758.SZ,0.00764129875993628
2019-07-31,000778.SZ,0.013589972243708223
2019-07-31,000930.SZ,0.004951081083158456
2019-07-31,000980.SZ,0.00419432573283188
2019-07-31,000997.SZ,0.014562490925390786
2019-07-31,002038.SZ,0.01195122561357998
2019-07-31,002049.SZ,0.024404671847413288
2019-07-31,002064.SZ,0.007302828429089968
2019-07-31,002093.SZ,0.007457433112683225
2019-07-31,002221.SZ,0.010217706295825921
2019-07-31,002223.SZ,0.01667526682512251
